adm_cd,adm_nm,sgis_adm_cd,sgis_adm_nm
5178025000,철원읍,32560110,철원읍
5178025300,김화읍,32560120,김화읍
5178025600,갈말읍,32560130,갈말읍
5178025900,동송읍,32560140,동송읍
5178031000,서면,32560310,서면
5178032000,근남면,32560320,근남면
5178033000,근북면,32560210,근북면
5179025000,화천읍,32570110,화천읍
5179031000,간동면,32570310,간동면
5179032000,하남면,32570320,하남면
5179033000,상서면,32570330,상서면
5179034000,사내면,32570340,사내면
5180025000,양구읍,32580110,양구읍
5180031500,국토정중앙면,32580350,국토정중앙면
5180032000,동면,32580320,동면
5180033000,방산면,32580330,방산면
5180034000,해안면,32580340,해안면
5181025000,인제읍,32590110,인제읍
5181031000,남면,32590310,남면
5181032000,북면,32590320,북면
5181033000,기린면,32590330,기린면
5181034000,서화면,32590340,서화면
5181035000,상남면,32590350,상남면
5182025000,간성읍,32600110,간성읍
5182025300,거진읍,32600120,거진읍
5182031000,현내면,32600310,현내면
5182032000,죽왕면,32600320,죽왕면
5182033000,토성면,32600330,토성면
5183025000,양양읍,32610110,양양읍
5183031000,서면,32610310,서면
5183032000,손양면,32610320,손양면
5183033000,현북면,32610330,현북면
5183034000,현남면,32610340,현남면
5183035000,강현면,32610350,강현면
4311131000,낭성면,33041310,낭성면
4311132000,미원면,33041320,미원면
4311133000,가덕면,33041330,가덕면
4311134000,남일면,33041340,남일면
4311135000,문의면,33041350,문의면
4311152500,중앙동,33041510,중앙동
4311154500,성안동,33041520,성안동
4311162000,탑대성동,33041530,탑·대성동
4311167000,영운동,33041540,영운동
4311168000,금천동,33041550,금천동
4311169000,용담.명암.산성동,33041560,용담·명암·산성동
4311172000,용암1동,33041570,용암1동
4311173000,용암2동,33041580,용암2동
4311231000,남이면,33042310,남이면
4311232000,현도면,33042320,현도면
4311251000,사직1동,33042510,사직1동
4311252000,사직2동,33042520,사직2동
4311253000,사창동,33042530,사창동
4311254000,모충동,33042540,모충동
4311255000,산남동,33042550,산남동
4311256000,분평동,33042560,분평동
4311257000,수곡1동,33042570,수곡1동
4311258000,수곡2동,33042580,수곡2동
4311259000,성화.개신.죽림동,33042590,성화·개신·죽림동
4311325000,오송읍,33043110,오송읍
4311331000,강내면,33043310,강내면
4311332000,옥산면,33043320,옥산면
4311370000,운천.신봉동,33043510,운천·신봉동
4311374100,복대1동,33043520,복대1동
4311374200,복대2동,33043530,복대2동
4311374700,가경동,33043540,가경동
4311375100,봉명1동,33043550,봉명1동
4311375600,봉명2.송정동,33043560,봉명2·송정동
4311376000,강서제1동,33043570,강서1동
4311377000,강서제2동,33043580,강서2동
4311425000,내수읍,33044110,내수읍
4311425300,오창읍,33044120,오창읍
4311431000,북이면,33044310,북이면
4311451000,우암동,33044520,우암동
4311452000,내덕1동,33044530,내덕1동
4311453000,내덕2동,33044540,내덕2동
4311454000,율량.사천동,33044550,율량·사천동
4311455000,오근장동,33044510,오근장동
4313025000,주덕읍,33020110,주덕읍
4313031000,살미면,33020310,살미면
4313032500,수안보면,33020320,수안보면
4313033500,대소원면,33020430,대소원면
4313035000,신니면,33020340,신니면
4313036000,노은면,33020350,노은면
4313037000,앙성면,33020360,앙성면
4313038500,중앙탑면,33020440,중앙탑면
4313039000,금가면,33020380,금가면
4313040000,동량면,33020390,동량면
4313041000,산척면,33020400,산척면
4313042000,엄정면,33020410,엄정면
4313043000,소태면,33020420,소태면
4313051500,성내.충인동,33020510,성내·충인동
4313053500,교현.안림동,33020530,교현·안림동
4313054000,교현2동,33020540,교현2동
4313055000,용산동,33020550,용산동
4313056000,지현동,33020560,지현동
4313057100,문화동,33020570,문화동
4313058000,호암.직동,33020580,호암·직동
4313060500,달천동,33020600,달천동
4313061000,봉방동,33020610,봉방동
4313062500,칠금.금릉동,33020620,칠금·금릉동
4313063000,연수동,33020630,연수동
4313064000,목행.용탄동,33020640,목행·용탄동
4315025000,봉양읍,33030110,봉양읍
4315031000,금성면,33030310,금성면
4315032000,청풍면,33030320,청풍면
4315033000,수산면,33030330,수산면
4315034000,덕산면,33030340,덕산면
4315035000,한수면,33030350,한수면
4315036000,백운면,33030360,백운면
4315038000,송학면,33030370,송학면
4315051000,교동,33030510,교동
4315051800,의림지동,33030730,의림지동
4315052800,중앙동,33030740,중앙동
4315053700,남현동,33030700,남현동
4315054700,영서동,33030710,영서동
4315056000,용두동,33030560,용두동
4315057700,신백동,33030720,신백동
4315059000,청전동,33030590,청전동
4315060500,화산동,33030600,화산동
4372025000,보은읍,33520110,보은읍
4372031500,속리산면,33520310,속리산면
4372032500,장안면,33520320,장안면
4372033000,마로면,33520330,마로면
4372034000,탄부면,33520340,탄부면
4372035000,삼승면,33520350,삼승면
4372036000,수한면,33520360,수한면
4372037000,회남면,33520370,회남면
4372038500,회인면,33520380,회인면
4372039000,내북면,33520390,내북면
4372040000,산외면,33520400,산외면
4373025000,옥천읍,33530110,옥천읍
4373031000,동이면,33530310,동이면
4373032000,안남면,33530320,안남면
4373033000,안내면,33530330,안내면
4373034000,청성면,33530340,청성면
4373035000,청산면,33530350,청산면
4373036000,이원면,33530360,이원면
4373037000,군서면,33530370,군서면
4373038000,군북면,33530380,군북면
4374025000,영동읍,33540110,영동읍
4374031000,용산면,33540310,용산면
4374032000,황간면,33540320,황간면
4374033500,추풍령면,33540330,추풍령면
4374034000,매곡면,33540340,매곡면
4374035000,상촌면,33540350,상촌면
4374036000,양강면,33540360,양강면
4374037000,용화면,33540370,용화면
4374038000,학산면,33540380,학산면
4374039000,양산면,33540390,양산면
4374040000,심천면,33540400,심천면
4374525000,증평읍,33590140,증평읍
4374531000,도안면,33590310,도안면
4375025000,진천읍,33550110,진천읍
4375025300,덕산읍,33550120,덕산읍
4375032000,초평면,33550320,초평면
4375033000,문백면,33550330,문백면
4375034000,백곡면,33550340,백곡면
4375035000,이월면,33550350,이월면
4375037000,광혜원면,33550360,광혜원면
4376025000,괴산읍,33560110,괴산읍
4376031000,감물면,33560310,감물면
4376032000,장연면,33560320,장연면
4376033000,연풍면,33560330,연풍면
4376034000,칠성면,33560340,칠성면
4376035000,문광면,33560350,문광면
4376036000,청천면,33560360,청천면
4376037000,청안면,33560370,청안면
4376039000,사리면,33560380,사리면
4376040000,소수면,33560390,소수면
4376041000,불정면,33560400,불정면
4377025000,음성읍,33570110,음성읍
4377025300,금왕읍,33570120,금왕읍
4377031000,소이면,33570310,소이면
4377032000,원남면,33570320,원남면
4377033000,맹동면,33570330,맹동면
4377035000,삼성면,33570350,삼성면
4377036000,생극면,33570360,생극면
4377037000,감곡면,33570370,감곡면
4380025000,단양읍,33580110,단양읍
4380025300,매포읍,33580120,매포읍
4380031000,대강면,33580320,대강면
4380032000,가곡면,33580330,가곡면
4380033000,영춘면,33580340,영춘면
4380034000,어상천면,33580350,어상천면
4380035000,적성면,33580360,적성면
4380036000,단성면,33580310,단성면
4413125000,목천읍,34011110,목천읍
4413131000,풍세면,34011310,풍세면
4413132000,광덕면,34011320,광덕면
4413133000,북면,34011330,북면
4413134000,성남면,34011340,성남면
4413135000,수신면,34011350,수신면
4413136000,병천면,34011360,병천면
4413137000,동면,34011370,동면
4413151000,중앙동,34011510,중앙동
4413152000,문성동,34011520,문성동
4413153000,원성1동,34011530,원성1동
4413154000,원성2동,34011540,원성2동
4413155000,봉명동,34011550,봉명동
4413156000,일봉동,34011560,일봉동
4413157000,신방동,34011570,신방동
4413158000,청룡동,34011580,청룡동
4413159000,신안동,34011590,신안동
4413325000,성환읍,34012110,성환읍
4413325300,성거읍,34012120,성거읍
4413325600,직산읍,34012130,직산읍
4413331000,입장면,34012310,입장면
4413351000,성정1동,34012510,성정1동
4413352000,성정2동,34012520,성정2동
4413353000,쌍용1동,34012530,쌍용1동
4413354000,쌍용2동,34012540,쌍용2동
4413355000,쌍용3동,34012550,쌍용3동
4413356000,백석동,34012580,백석동
4413356600,불당1동,34012620,불당1동
4413356700,불당2동,34012630,불당2동
4413358000,부성1동,34012600,부성1동
4413359000,부성2동,34012610,부성2동
4415025000,유구읍,34020110,유구읍
4415031000,이인면,34020310,이인면
4415032000,탄천면,34020320,탄천면
4415033000,계룡면,34020330,계룡면
4415034000,반포면,34020340,반포면
4415036000,의당면,34020360,의당면
4415037000,정안면,34020370,정안면
4415038000,우성면,34020380,우성면
4415039000,사곡면,34020390,사곡면
4415040000,신풍면,34020400,신풍면
4415051000,중학동,34020510,중학동
4415054000,웅진동,34020580,웅진동
4415055000,금학동,34020550,금학동
4415056000,옥룡동,34020560,옥룡동
4415057000,신관동,34020570,신관동
4415059000,월송동,34020590,월송동
4418025000,웅천읍,34030110,웅천읍
4418031000,주포면,34030310,주포면
4418032000,오천면,34030330,오천면
4418033000,천북면,34030340,천북면
4418034000,청소면,34030350,청소면
4418035000,청라면,34030360,청라면
4418036000,남포면,34030370,남포면
4418038000,주산면,34030380,주산면
4418039000,미산면,34030390,미산면
4418040000,성주면,34030400,성주면
4418041000,주교면,34030320,주교면
4418051500,대천1동,34030510,대천1동
4418052500,대천2동,34030520,대천2동
4418053500,대천3동,34030530,대천3동
4418054500,대천4동,34030540,대천4동
4418056500,대천5동,34030560,대천5동
4420025000,염치읍,34040110,염치읍
4420025300,배방읍,34040120,배방읍
4420031000,송악면,34040310,송악면
4420033000,탕정면,34040330,탕정면
4420035000,음봉면,34040340,음봉면
4420036000,둔포면,34040350,둔포면
4420037000,영인면,34040360,영인면
4420038000,인주면,34040370,인주면
4420039000,선장면,34040380,선장면
4420040000,도고면,34040390,도고면
4420041000,신창면,34040400,신창면
4420057000,온양1동,34040510,온양1동
4420058000,온양2동,34040520,온양2동
4420059000,온양3동,34040530,온양3동
4420060000,온양4동,34040540,온양4동
4420061000,온양5동,34040550,온양5동
4420062000,온양6동,34040560,온양6동
4421025000,대산읍,34050110,대산읍
4421031000,인지면,34050310,인지면
4421032000,부석면,34050320,부석면
4421033000,팔봉면,34050330,팔봉면
4421034000,지곡면,34050340,지곡면
4421036000,성연면,34050350,성연면
4421037000,음암면,34050360,음암면
4421038000,운산면,34050370,운산면
4421039000,해미면,34050380,해미면
4421040000,고북면,34050390,고북면
4421051000,부춘동,34050510,부춘동
4421052500,동문1동,34050520,동문1동
4421053500,동문2동,34050530,동문2동
4421054000,수석동,34050540,수석동
4421055000,석남동,34050550,석남동
4423025000,강경읍,34060110,강경읍
4423025300,연무읍,34060120,연무읍
4423031000,성동면,34060310,성동면
4423032000,광석면,34060320,광석면
4423033000,노성면,34060330,노성면
4423034000,상월면,34060340,상월면
4423035000,부적면,34060350,부적면
4423036000,연산면,34060360,연산면
4423038000,벌곡면,34060370,벌곡면
4423039000,양촌면,34060380,양촌면
4423040000,가야곡면,34060390,가야곡면
4423041000,은진면,34060400,은진면
4423042000,채운면,34060410,채운면
4423051000,취암동,34060510,취암동
4423052000,부창동,34060520,부창동
4425031000,두마면,34070310,두마면
4425031500,엄사면,34070330,엄사면
4425033000,신도안면,34070340,신도안면
4425051000,금암동,34070510,금암동
4427025000,합덕읍,34080110,합덕읍
4427025300,송악읍,34080120,송악읍
4427031000,고대면,34080310,고대면
4427032000,석문면,34080320,석문면
4427033000,대호지면,34080330,대호지면
4427034000,정미면,34080340,정미면
4427035000,면천면,34080350,면천면
4427036000,순성면,34080360,순성면
4427037000,우강면,34080370,우강면
4427038000,신평면,34080380,신평면
4427039000,송산면,34080390,송산면
4427051000,당진1동,34080510,당진1동
4427052000,당진2동,34080520,당진2동
4427053000,당진3동,34080530,당진3동
4471025000,금산읍,34510110,금산읍
4471031000,금성면,34510310,금성면
4471032000,제원면,34510320,제원면
4471033000,부리면,34510330,부리면
4471034000,군북면,34510340,군북면
4471035000,남일면,34510350,남일면
4471036000,남이면,34510360,남이면
4471037000,진산면,34510370,진산면
4471038000,복수면,34510380,복수면
4471039000,추부면,34510390,추부면
4476025000,부여읍,34530110,부여읍
4476031000,규암면,34530310,규암면
4476032000,은산면,34530320,은산면
4476033000,외산면,34530330,외산면
4476034000,내산면,34530340,내산면
4476035000,구룡면,34530350,구룡면
4476036000,홍산면,34530360,홍산면
4476037000,옥산면,34530370,옥산면
4476038000,남면,34530380,남면
4476039000,충화면,34530390,충화면
4476040000,양화면,34530400,양화면
4476041000,임천면,34530410,임천면
4476042000,장암면,34530420,장암면
4476043000,세도면,34530430,세도면
4476044000,석성면,34530440,석성면
4476045000,초촌면,34530450,초촌면
4477025000,장항읍,34540110,장항읍
4477025300,서천읍,34540120,서천읍
4477031000,마서면,34540310,마서면
4477032000,화양면,34540320,화양면
4477033000,기산면,34540330,기산면
4477034000,한산면,34540340,한산면
4477035000,마산면,34540350,마산면
4477036000,시초면,34540360,시초면
4477037000,문산면,34540370,문산면
4477038000,판교면,34540380,판교면
4477039000,종천면,34540390,종천면
4477040000,비인면,34540400,비인면
4477041000,서면,34540410,서면
4479025000,청양읍,34550110,청양읍
4479031000,운곡면,34550310,운곡면
4479032000,대치면,34550320,대치면
4479033000,정산면,34550330,정산면
4479034000,목면,34550340,목면
4479035000,청남면,34550350,청남면
4479036000,장평면,34550360,장평면
4479037000,남양면,34550370,남양면
4479038000,화성면,34550380,화성면
4479039000,비봉면,34550390,비봉면
4480025000,홍성읍,34560110,홍성읍
4480025300,광천읍,34560120,광천읍
4480025600,홍북읍,34560130,홍북읍
4480032000,금마면,34560320,금마면
4480033000,홍동면,34560330,홍동면
4480034000,장곡면,34560340,장곡면
4480035000,은하면,34560350,은하면
4480036000,결성면,34560360,결성면
4480037000,서부면,34560370,서부면
4480038000,갈산면,34560380,갈산면
4480039000,구항면,34560390,구항면
4481025000,예산읍,34570110,예산읍
4481025300,삽교읍,34570120,삽교읍
4481031000,대술면,34570310,대술면
4481032000,신양면,34570320,신양면
4481033000,광시면,34570330,광시면
4481034000,대흥면,34570340,대흥면
4481035000,응봉면,34570350,응봉면
4481036000,덕산면,34570360,덕산면
4481037000,봉산면,34570370,봉산면
4481038000,고덕면,34570380,고덕면
4481039000,신암면,34570390,신암면
4481040000,오가면,34570400,오가면
4482525000,태안읍,34580110,태안읍
4482525300,안면읍,34580120,안면읍
4482531000,고남면,34580310,고남면
4482532000,남면,34580320,남면
4482533000,근흥면,34580330,근흥면
4482534000,소원면,34580340,소원면
4482535000,원북면,34580350,원북면
4482536000,이원면,34580360,이원면
5211151000,중앙동,35011740,중앙동
5211153000,풍남동,35011750,풍남동
5211160500,노송동,35011760,노송동
5211163500,완산동,35011770,완산동
5211165000,동서학동,35011600,동서학동
5211166000,서서학동,35011610,서서학동
5211167100,중화산1동,35011620,중화산1동
5211167200,중화산2동,35011630,중화산2동
5211168000,서신동,35011660,서신동
5211169100,평화1동,35011640,평화1동
5211169200,평화2동,35011650,평화2동
5211170100,삼천1동,35011670,삼천1동
5211170200,삼천2동,35011680,삼천2동
5211170300,삼천3동,35011690,삼천3동
5211171100,효자1동,35011700,효자1동
5211171200,효자2동,35011710,효자2동
5211171300,효자3동,35011720,효자3동
5211171400,효자4동,35011780,효자4동
5211173000,효자5동,35011790,효자5동
5211352500,진북동,35012690,진북동
5211354000,인후1동,35012540,인후1동
5211355000,인후2동,35012550,인후2동
5211356000,인후3동,35012560,인후3동
5211357000,덕진동,35012570,덕진동
5211357500,금암동,35012721,금암동
5211360000,팔복동,35012600,팔복동
5211361100,우아1동,35012610,우아1동
5211361200,우아2동,35012620,우아2동
5211362000,호성동,35012630,호성동
5211364100,송천1동,35012650,송천1동
5211364200,송천2동,35012660,송천2동
5211365000,조촌동,35012670,조촌동
5211366500,여의동,35012710,여의동
5211367000,혁신동,35012700,혁신동
5213025000,옥구읍,35020110,옥구읍
5213031000,옥산면,35020310,옥산면
5213032000,회현면,35020320,회현면
5213033000,임피면,35020330,임피면
5213034000,서수면,35020340,서수면
5213035000,대야면,35020350,대야면
5213036000,개정면,35020360,개정면
5213037000,성산면,35020370,성산면
5213038000,나포면,35020380,나포면
5213039000,옥도면,35020390,옥도면
5213040000,옥서면,35020400,옥서면
5213051500,해신동,35020510,해신동
5213053000,월명동,35020530,월명동
5213055000,신풍동,35020550,신풍동
5213056000,삼학동,35020560,삼학동
5213060500,중앙동,35020600,중앙동
5213064000,흥남동,35020640,흥남동
5213065000,조촌동,35020650,조촌동
5213066000,경암동,35020660,경암동
5213067000,구암동,35020670,구암동
5213068000,개정동,35020680,개정동
5213069000,수송동,35020690,수송동
5213070100,나운1동,35020700,나운1동
5213070200,나운2동,35020710,나운2동
5213070300,나운3동,35020740,나운3동
5213071000,소룡동,35020720,소룡동
5213072000,미성동,35020730,미성동
5214025000,함열읍,35030110,함열읍
5214031000,오산면,35030310,오산면
5214032000,황등면,35030320,황등면
5214033000,함라면,35030330,함라면
5214034000,웅포면,35030340,웅포면
5214035000,성당면,35030350,성당면
5214036000,용안면,35030360,용안면
5214037000,낭산면,35030370,낭산면
5214038000,망성면,35030380,망성면
5214039000,여산면,35030390,여산면
5214040000,금마면,35030400,금마면
5214041000,왕궁면,35030410,왕궁면
5214042000,춘포면,35030420,춘포면
5214043000,삼기면,35030430,삼기면
5214044000,용동면,35030440,용동면
5214052000,중앙동,35030510,중앙동
5214053000,평화동,35030530,평화동
5214056000,인화동,35030550,인화동
5214057000,동산동,35030570,동산동
5214058000,마동,35030580,마동
5214059500,남중동,35030590,남중동
5214061000,모현동,35030610,모현동
5214062000,송학동,35030620,송학동
5214064600,영등1동,35030660,영등1동
5214064700,영등2동,35030710,영등2동
5214065200,어양동,35030720,어양동
5214065600,신동,35030650,신동
5214067000,팔봉동,35030690,팔봉동
5214069000,삼성동,35030700,삼성동
5218025000,신태인읍,35040110,신태인읍
5218031000,북면,35040310,북면
5218032000,입암면,35040320,입암면
5218033000,소성면,35040330,소성면
5218034000,고부면,35040340,고부면
5218035000,영원면,35040350,영원면
5218036000,덕천면,35040360,덕천면
5218037000,이평면,35040370,이평면
5218038000,정우면,35040380,정우면
5218039000,태인면,35040390,태인면
5218040000,감곡면,35040400,감곡면
5218041000,옹동면,35040410,옹동면
5218042000,칠보면,35040420,칠보면
5218043000,산내면,35040430,산내면
5218044000,산외면,35040440,산외면
5218051000,수성동,35040510,수성동
5218052000,장명동,35040520,장명동
5218053500,내장상동,35040530,내장상동
5218054500,시기동,35040540,시기동
5218056500,초산동,35040600,초산동
5218057000,연지동,35040570,연지동
5218058000,농소동,35040580,농소동
5218059500,상교동,35040590,상교동
5219025000,운봉읍,35050110,운봉읍
5219031000,주천면,35050310,주천면
5219032000,수지면,35050320,수지면
5219033000,송동면,35050330,송동면
5219034000,주생면,35050340,주생면
5219035000,금지면,35050350,금지면
5219036000,대강면,35050360,대강면
5219037000,대산면,35050370,대산면
5219038000,사매면,35050380,사매면
5219039000,덕과면,35050390,덕과면
5219040000,보절면,35050400,보절면
5219041000,산동면,35050410,산동면
5219042000,이백면,35050420,이백면
5219045000,아영면,35050440,아영면
5219046000,산내면,35050450,산내면
5219047000,인월면,35050430,인월면
5219051000,동충동,35050510,동충동
5219052000,죽항동,35050520,죽항동
5219054000,노암동,35050540,노암동
5219055000,금동,35050550,금동
5219056000,왕정동,35050560,왕정동
5219057000,향교동,35050570,향교동
5219059000,도통동,35050590,도통동
5221025000,만경읍,35060110,만경읍
5221032000,죽산면,35060310,죽산면
5221033000,백산면,35060320,백산면
5221034000,용지면,35060330,용지면
5221035000,백구면,35060340,백구면
5221036000,부량면,35060350,부량면
5221038000,공덕면,35060360,공덕면
5221039000,청하면,35060370,청하면
5221040000,성덕면,35060380,성덕면
5221041000,진봉면,35060390,진봉면
5221042000,금구면,35060400,금구면
5221043000,봉남면,35060410,봉남면
5221044000,황산면,35060420,황산면
5221045000,금산면,35060430,금산면
5221046000,광활면,35060440,광활면
5221051000,요촌동,35060510,요촌동
5221052000,신풍동,35060520,신풍동
5221054000,검산동,35060540,검산동
5221058000,교월동,35060580,교월동
5271025000,삼례읍,35510110,삼례읍
5271025300,봉동읍,35510120,봉동읍
5271025600,용진읍,35510130,용진읍
5271032000,상관면,35510320,상관면
5271033000,이서면,35510330,이서면
5271034000,소양면,35510340,소양면
5271035000,구이면,35510350,구이면
5271036000,고산면,35510360,고산면
5271037000,비봉면,35510370,비봉면
5271038000,운주면,35510380,운주면
5271039000,화산면,35510390,화산면
5271040000,동상면,35510400,동상면
5271041000,경천면,35510410,경천면
5272025000,진안읍,35520110,진안읍
5272031000,용담면,35520310,용담면
5272032000,안천면,35520320,안천면
5272033000,동향면,35520330,동향면
5272034000,상전면,35520340,상전면
5272035000,백운면,35520350,백운면
5272036000,성수면,35520360,성수면
5272037000,마령면,35520370,마령면
5272038000,부귀면,35520380,부귀면
5272039000,정천면,35520390,정천면
5272040000,주천면,35520400,주천면
5273025000,무주읍,35530110,무주읍
5273031000,무풍면,35530310,무풍면
5273032000,설천면,35530320,설천면
5273033000,적상면,35530330,적상면
5273034000,안성면,35530340,안성면
5273035000,부남면,35530350,부남면
5274025000,장수읍,35540110,장수읍
5274031000,산서면,35540310,산서면
5274032000,번암면,35540320,번암면
5274033500,장계면,35540330,장계면
5274034000,천천면,35540340,천천면
5274035000,계남면,35540350,계남면
5274036000,계북면,35540360,계북면
5275025000,임실읍,35550110,임실읍
5275031000,청웅면,35550310,청웅면
5275032000,운암면,35550320,운암면
5275033000,신평면,35550330,신평면
5275034000,성수면,35550340,성수면
5275035500,오수면,35550350,오수면
5275036000,신덕면,35550360,신덕면
5275037000,삼계면,35550370,삼계면
5275038000,관촌면,35550380,관촌면
5275039000,강진면,35550390,강진면
5275040000,덕치면,35550400,덕치면
5275041000,지사면,35550410,지사면
5277025000,순창읍,35560110,순창읍
5277031000,인계면,35560310,인계면
5277032000,동계면,35560320,동계면
5277033000,풍산면,35560350,풍산면
5277034000,금과면,35560360,금과면
5277035000,팔덕면,35560370,팔덕면
5277036000,쌍치면,35560390,쌍치면
5277037000,복흥면,35560380,복흥면
5277038000,적성면,35560330,적성면
5277039000,유등면,35560340,유등면
5277040000,구림면,35560400,구림면
5279025000,고창읍,35570110,고창읍
5279031000,고수면,35570310,고수면
5279032000,아산면,35570320,아산면
5279033000,무장면,35570330,무장면
5279034000,공음면,35570340,공음면
5279035000,상하면,35570350,상하면
5279036000,해리면,35570360,해리면
5279037000,성송면,35570370,성송면
5279038000,대산면,35570380,대산면
5279039000,심원면,35570390,심원면
5279040000,흥덕면,35570400,흥덕면
5279041000,성내면,35570410,성내면
5279042000,신림면,35570420,신림면
5279043000,부안면,35570430,부안면
5280025000,부안읍,35580110,부안읍
5280031000,주산면,35580310,주산면
5280032000,동진면,35580320,동진면
5280033000,행안면,35580330,행안면
5280034000,계화면,35580340,계화면
5280035000,보안면,35580350,보안면
5280036000,변산면,35580360,변산면
5280037000,진서면,35580370,진서면
5280038000,백산면,35580380,백산면
5280039000,상서면,35580390,상서면
5280040000,하서면,35580400,하서면
5280041000,줄포면,35580410,줄포면
5280042000,위도면,35580420,위도면
4711125000,구룡포읍,37011110,구룡포읍
4711125300,연일읍,37011120,연일읍
4711125600,오천읍,37011130,오천읍
4711131000,대송면,37011310,대송면
4711132000,동해면,37011320,동해면
4711133000,장기면,37011330,장기면
4711135000,호미곶면,37011350,호미곶면
4711152500,상대동,37011600,상대동
4711154500,해도동,37011610,해도동
4711155000,송도동,37011550,송도동
4711156000,청림동,37011560,청림동
4711157000,제철동,37011570,제철동
4711158000,효곡동,37011580,효곡동
4711159000,대이동,37011590,대이동
4711325000,흥해읍,37012110,흥해읍
4711331000,신광면,37012310,신광면
4711332000,청하면,37012320,청하면
4711333000,송라면,37012330,송라면
4711334000,기계면,37012340,기계면
4711335000,죽장면,37012350,죽장면
4711336000,기북면,37012360,기북면
4711352000,중앙동,37012670,중앙동
4711363000,양학동,37012580,양학동
4711365500,죽도동,37012680,죽도동
4711366500,용흥동,37012610,용흥동
4711368000,우창동,37012630,우창동
4711369000,두호동,37012640,두호동
4711370000,장량동,37012650,장량동
4711371000,환여동,37012660,환여동
4713025000,감포읍,37020110,감포읍
4713025300,안강읍,37020120,안강읍
4713025600,건천읍,37020130,건천읍
4713025900,외동읍,37020140,외동읍
4713031500,문무대왕면,37020390,문무대왕면
4713032000,양남면,37020320,양남면
4713033000,내남면,37020330,내남면
4713034000,산내면,37020340,산내면
4713035000,서면,37020350,서면
4713036000,현곡면,37020360,현곡면
4713037000,강동면,37020370,강동면
4713038000,천북면,37020380,천북면
4713053000,황오동,37020680,황오동
4713055000,성건동,37020550,성건동
4713057000,황남동,37020690,황남동
4713059000,선도동,37020590,선도동
4713060500,월성동,37020580,월성동
4713061500,용강동,37020620,용강동
4713062100,황성동,37020630,황성동
4713063000,동천동,37020640,동천동
4713065000,불국동,37020660,불국동
4713066000,보덕동,37020670,보덕동
4715025000,아포읍,37030110,아포읍
4715031000,농소면,37030310,농소면
4715032000,남면,37030320,남면
4715034000,개령면,37030330,개령면
4715035000,감문면,37030340,감문면
4715036000,어모면,37030350,어모면
4715037000,봉산면,37030360,봉산면
4715038000,대항면,37030370,대항면
4715039000,감천면,37030380,감천면
4715040000,조마면,37030390,조마면
4715041000,구성면,37030400,구성면
4715042000,지례면,37030410,지례면
4715043000,부항면,37030420,부항면
4715044000,대덕면,37030430,대덕면
4715045000,증산면,37030440,증산면
4715051600,자산동,37030600,자산동
4715053600,평화남산동,37030610,평화남산동
4715056500,양금동,37030550,양금동
4715057500,대신동,37030560,대신동
4715059500,대곡동,37030580,대곡동
4715061000,지좌동,37030590,지좌동
4715064000,율곡동,37030620,율곡동
4717025000,풍산읍,37040110,풍산읍
4717031000,와룡면,37040310,와룡면
4717032000,북후면,37040320,북후면
4717033000,서후면,37040330,서후면
4717034000,풍천면,37040340,풍천면
4717035000,일직면,37040350,일직면
4717036000,남후면,37040360,남후면
4717037000,남선면,37040370,남선면
4717038000,임하면,37040380,임하면
4717039000,길안면,37040390,길안면
4717040000,임동면,37040400,임동면
4717041000,예안면,37040410,예안면
4717042000,도산면,37040420,도산면
4717043000,녹전면,37040430,녹전면
4717051000,중구동,37040510,중구동
4717052000,명륜동,37040520,명륜동
4717055500,용상동,37040540,용상동
4717058500,서구동,37040620,서구동
4717060000,태화동,37040560,태화동
4717062000,평화동,37040580,평화동
4717063000,안기동,37040590,안기동
4717065000,옥동,37040600,옥동
4717066000,송하동,37040610,송하동
4717069000,강남동,37040630,강남동
4719025000,선산읍,37050110,선산읍
4719025300,고아읍,37050120,고아읍
4719025600,산동읍,37050130,산동읍
4719031000,무을면,37050310,무을면
4719032000,옥성면,37050320,옥성면
4719033000,도개면,37050330,도개면
4719034000,해평면,37050340,해평면
4719036000,장천면,37050360,장천면
4719051000,송정동,37050510,송정동
4719053500,원평동,37050750,원평동
4719055100,도량동,37050550,도량동
4719055500,지산동,37050560,지산동
4719056500,선주원남동,37050570,선주원남동
4719058200,형곡1동,37050590,형곡1동
4719058300,형곡2동,37050600,형곡2동
4719059000,신평1동,37050610,신평1동
4719060000,신평2동,37050620,신평2동
4719061000,비산동,37050730,비산동
4719063000,광평동,37050660,광평동
4719064500,상모사곡동,37050670,상모사곡동
4719066000,임오동,37050690,임오동
4719067000,인동동,37050700,인동동
4719068000,진미동,37050710,진미동
4719069000,양포동,37050720,양포동
4719070000,공단동,37050740,공단동
4721025000,풍기읍,37060110,풍기읍
4721031000,이산면,37060310,이산면
4721032000,평은면,37060320,평은면
4721033000,문수면,37060330,문수면
4721034000,장수면,37060340,장수면
4721035000,안정면,37060350,안정면
4721036000,봉현면,37060360,봉현면
4721037000,순흥면,37060370,순흥면
4721038000,단산면,37060380,단산면
4721039000,부석면,37060390,부석면
4721051000,상망동,37060510,상망동
4721052500,하망동,37060530,하망동
4721055000,영주1동,37060550,영주1동
4721056000,영주2동,37060580,영주2동
4721059000,휴천1동,37060590,휴천1동
4721060000,휴천2동,37060600,휴천2동
